	Unnamed: 0	0	query	triples
5211	5211	Who would you be more worried about playing a chess game against, Marcel Duchamp or Jiang Wen	Who would you be more worried about playing a chess game against, Marcel Duchamp or Jiang Wen	"{""named_entities"": [""Marcel Duchamp"", ""Jiang Wen""]}"
5212	5212	What occupations do both Ian Hunter and Rob Thomas have?	What occupations do both Ian Hunter and Rob Thomas have?	"{""named_entities"": [""Ian Hunter"", ""Rob Thomas""]}"
5213	5213	Which American comedian starred in the original cast of Saturday Night Live and played Stan Winters in the sitcom Martin?	Which American comedian starred in the original cast of Saturday Night Live and played Stan Winters in the sitcom Martin?	"{""named_entities"": [""American"", ""comedian"", ""Saturday Night Live"", ""Stan Winters"", ""sitcom Martin""]}"
5214	5214	 Before I Go to Sleep stars an Australian actress, producer and occasional what?	 Before I Go to Sleep stars an Australian actress, producer and occasional what?	"{""named_entities"": [""Before I Go to Sleep"", ""Australian""]}"
5215	5215	How many exhibition games has the basketball team with which Louis Dunbar played, played? 	How many exhibition games has the basketball team with which Louis Dunbar played, played? 	"{""named_entities"": [""Louis Dunbar""]}"
5216	5216	Who supervised the sting operation that implicated Evelyn Dawn Knight?	Who supervised the sting operation that implicated Evelyn Dawn Knight?	"{""named_entities"": [""Evelyn Dawn Knight""]}"
5217	5217	What is the main difference between Aloinopsis and Washingtonia?	What is the main difference between Aloinopsis and Washingtonia?	"{""named_entities"": [""Aloinopsis"", ""Washingtonia""]}"
5218	5218	Where is the 1999 British comedy-drama film starring Jimi Mistry set?	Where is the 1999 British comedy-drama film starring Jimi Mistry set?	"{""named_entities"": [""1999"", ""British"", ""Jimi Mistry""]}"
5219	5219	"The man tried for the murder of Anthony ""White Tony"" Johnson is suspected of how many unsolved murders along with his younger brother?"	"The man tried for the murder of Anthony ""White Tony"" Johnson is suspected of how many unsolved murders along with his younger brother?"	"{""named_entities"": [""Anthony \""White Tony\"" Johnson""]}"
5220	5220	Seth MacFarlane was the creator of the two animated short films that were created while studying at what college?	Seth MacFarlane was the creator of the two animated short films that were created while studying at what college?	"{""named_entities"": [""Seth MacFarlane""]}"
5221	5221	Who was born first,  Morgan Llywelyn or Robert Jordan?	Who was born first,  Morgan Llywelyn or Robert Jordan?	"{""named_entities"": [""Morgan Llywelyn"", ""Robert Jordan""]}"
5222	5222	What is the real name of the clock one can see on a clear day from Denmark Hill?	What is the real name of the clock one can see on a clear day from Denmark Hill?	"{""named_entities"": [""Denmark Hill""]}"
5223	5223	"What American gangster, businessman, casino owner and philanthropist was the inspiration for Morris ""Moe"" Greene in ""The Godfather""?"	"What American gangster, businessman, casino owner and philanthropist was the inspiration for Morris ""Moe"" Greene in ""The Godfather""?"	"{""named_entities"": [""Morris \""Moe\"" Greene"", ""The Godfather""]}"
5224	5224	Hatyapuri was a novel by the filmmaker of what nationality?	Hatyapuri was a novel by the filmmaker of what nationality?	"{""named_entities"": [""Hatyapuri""]}"
5225	5225	What college in the Blue Ridge Assembly Historic District  emphasized the study of art?	What college in the Blue Ridge Assembly Historic District  emphasized the study of art?	"{""named_entities"": [""Blue Ridge Assembly Historic District"", ""college"", ""art""]}"
5226	5226	Who is one other client that is represented by the same person that also represents a barrister at Doughty Street Chambers?	Who is one other client that is represented by the same person that also represents a barrister at Doughty Street Chambers?	"{""named_entities"": [""Doughty Street Chambers""]}"
5227	5227	Are both bands, Digital Summer and Underoath, from the same US state ?	Are both bands, Digital Summer and Underoath, from the same US state ?	"{""named_entities"": [""Digital Summer"", ""Underoath"", ""US""]}"
5228	5228	2006 KNVB Cup Final had two goals scored by a player of what nationality?	2006 KNVB Cup Final had two goals scored by a player of what nationality?	"{""named_entities"": [""2006 KNVB Cup Final""]}"
5229	5229	Wind was directed by which American actress born on March 26, 1960?	Wind was directed by which American actress born on March 26, 1960?	"{""named_entities"": [""Wind"", ""American"", ""March 26, 1960""]}"
5230	5230	The 2013 Oregon Ducks football team was led by which former American football coach who is currently a college football analyst for Fox Sports?	The 2013 Oregon Ducks football team was led by which former American football coach who is currently a college football analyst for Fox Sports?	"{""named_entities"": [""2013 Oregon Ducks football team"", ""American football coach"", ""Fox Sports""]}"
5231	5231	Which state was the The Laboratory's 60,000 square-foot, shore-based campus located?	Which state was the The Laboratory's 60,000 square-foot, shore-based campus located?	"{""named_entities"": [""The Laboratory"", ""60,000 square-foot"", ""shore-based"", ""campus""]}"
5232	5232	Who served as a Prime Minister in postwar Britain?	Who served as a Prime Minister in postwar Britain?	"{""named_entities"": [""Prime Minister"", ""postwar Britain""]}"
5233	5233	What is the name of the pop artist that belongs on the Pledis Entertainment label and has 13 members?	What is the name of the pop artist that belongs on the Pledis Entertainment label and has 13 members?	"{""named_entities"": [""Pledis Entertainment""]}"
5234	5234	Where did the hijacked plane rammed by Heather Penney crash? 	Where did the hijacked plane rammed by Heather Penney crash? 	"{""named_entities"": [""Heather Penney""]}"
5235	5235	Are both American bands The Four Seasons and Local H popular around the Beatles were around?	Are both American bands The Four Seasons and Local H popular around the Beatles were around?	"{""named_entities"": [""American"", ""The Four Seasons"", ""Local H"", ""Beatles""]}"
5236	5236	Masters and Johnson labeled the orgasmic platform while researching what?	Masters and Johnson labeled the orgasmic platform while researching what?	"{""named_entities"": [""Masters and Johnson""]}"
5237	5237	Where was Nobel Laureate in Physics know for his contributions with Abdus Salam and Steven Weinberg a professor?	Where was Nobel Laureate in Physics know for his contributions with Abdus Salam and Steven Weinberg a professor?	"{""named_entities"": [""Nobel Laureate in Physics"", ""Abdus Salam"", ""Steven Weinberg""]}"
5238	5238	In what year was the university where Sergei Aleksandrovich Tokarev was a professor founded?	In what year was the university where Sergei Aleksandrovich Tokarev was a professor founded?	"{""named_entities"": [""Sergei Aleksandrovich Tokarev""]}"
5239	5239	What country are both Dafeng District and Jixi in?	What country are both Dafeng District and Jixi in?	"{""named_entities"": [""Dafeng District"", ""Jixi""]}"
5240	5240	When did Henrietta Ponsonby's father die?	When did Henrietta Ponsonby's father die?	"{""named_entities"": [""Henrietta Ponsonby""]}"
5241	5241	Annette Crosbie was nominated for the BAFTA Award for Best Actress in a Supporting Role for a 1976 film that is a retelling of what classic fairy tale?	Annette Crosbie was nominated for the BAFTA Award for Best Actress in a Supporting Role for a 1976 film that is a retelling of what classic fairy tale?	"{""named_entities"": [""Annette Crosbie"", ""BAFTA Award for Best Actress in a Supporting Role"", ""1976 film""]}"
5242	5242	Who was born first, Javier Frana or Sherwood Stewart?	Who was born first, Javier Frana or Sherwood Stewart?	"{""named_entities"": [""Javier Frana"", ""Sherwood Stewart""]}"
5243	5243	Alan Schechter supervised a woman with her senior thesis entitled what	Alan Schechter supervised a woman with her senior thesis entitled what	"{""named_entities"": [""Alan Schechter""]}"
5244	5244	What is the name of this South Asian island country, located in the Indian Ocean for which Ahmed Abdulla is a professional footballer?	What is the name of this South Asian island country, located in the Indian Ocean for which Ahmed Abdulla is a professional footballer?	"{""named_entities"": [""South Asian"", ""Indian Ocean"", ""Ahmed Abdulla""]}"
5245	5245	What is the name the French give to the war during which the Prussians occupied the Pavillon du Butard?	What is the name the French give to the war during which the Prussians occupied the Pavillon du Butard?	"{""named_entities"": [""French"", ""Prussians"", ""Pavillon du Butard""]}"
5246	5246	The remaining two seasons of Kenan & Kel were filmed at which stage facility located at 6230 Sunset Boulevard in Hollywood, California?	The remaining two seasons of Kenan & Kel were filmed at which stage facility located at 6230 Sunset Boulevard in Hollywood, California?	"{""named_entities"": [""Kenan & Kel"", ""6230 Sunset Boulevard"", ""Hollywood, California""]}"
5247	5247	HK Express is one of how many founding members of the world's first alliance of low cost carriers?	HK Express is one of how many founding members of the world's first alliance of low cost carriers?	"{""named_entities"": [""HK Express""]}"
5248	5248	What are a Uruguayan professional footballer and Luz Pfannenstiel are best known as?	What are a Uruguayan professional footballer and Luz Pfannenstiel are best known as?	"{""named_entities"": [""Uruguayan"", ""Luz Pfannenstiel""]}"
5249	5249	Where is the animation studio that produced Mary and the Witch's Flower based in?	Where is the animation studio that produced Mary and the Witch's Flower based in?	"{""named_entities"": [""animation studio"", ""Mary and the Witch's Flower""]}"
5250	5250	Mariana Kovacevic used horse placenta treatment to heal the captian of what team?	Mariana Kovacevic used horse placenta treatment to heal the captian of what team?	"{""named_entities"": [""Mariana Kovacevic""]}"
5251	5251	What year was the voice actress of an animated television series premiered on Cartoon Network born?	What year was the voice actress of an animated television series premiered on Cartoon Network born?	"{""named_entities"": [""Cartoon Network""]}"
5252	5252	What was the breakthrough role for the English Actor starring in Feed the Beast	What was the breakthrough role for the English Actor starring in Feed the Beast	"{""named_entities"": [""English Actor"", ""Feed the Beast""]}"
5253	5253	In what year was the 1965 World Series MVP elected to the Baseball Hall of Fame?	In what year was the 1965 World Series MVP elected to the Baseball Hall of Fame?	"{""named_entities"": [""1965 World Series"", ""Baseball Hall of Fame""]}"
5254	5254	How many times has the driver who placed third in the 2003 Italian Grand Prix won at the Grand Prix?	How many times has the driver who placed third in the 2003 Italian Grand Prix won at the Grand Prix?	"{""named_entities"": [""2003 Italian Grand Prix""]}"
5255	5255	Harrison Newey made his ADAC Formula 4 debut with a partner who is the son of who?	Harrison Newey made his ADAC Formula 4 debut with a partner who is the son of who?	"{""named_entities"": [""Harrison Newey"", ""ADAC Formula 4""]}"
5256	5256	 Jordan's Furniture is a furniture retailer with a location in an enclosed shopping mall on the north side of Interstate 295 near what?	 Jordan's Furniture is a furniture retailer with a location in an enclosed shopping mall on the north side of Interstate 295 near what?	"{""named_entities"": [""Jordan's Furniture"", ""Interstate 295""]}"
5257	5257	The Kahn Trussed Bar for beams and columns was invented by a man raised in what US city?	The Kahn Trussed Bar for beams and columns was invented by a man raised in what US city?	"{""named_entities"": [""Kahn Trussed Bar"", ""US""]}"
5258	5258	Ryan Fredericks plays for a professional football club based in which city ?	Ryan Fredericks plays for a professional football club based in which city ?	"{""named_entities"": [""Ryan Fredericks""]}"
5259	5259	"What year was the singer of ""Orange"" born?"	"What year was the singer of ""Orange"" born?"	"{""named_entities"": [""Orange""]}"
5260	5260	Who died in the battle located near the River Boyne in Ireland?	Who died in the battle located near the River Boyne in Ireland?	"{""named_entities"": [""River Boyne"", ""Ireland""]}"
5261	5261	How many episodes were in the original run of the HBO show that Kristin Davis played the character Charlotte York Goldenblatt?	How many episodes were in the original run of the HBO show that Kristin Davis played the character Charlotte York Goldenblatt?	"{""named_entities"": [""HBO"", ""Kristin Davis"", ""Charlotte York Goldenblatt""]}"
5262	5262	"The man Tony Bennet called ""The Father of Rock and Roll"" once toured with what singer who once auditioned for ""Junior Junction"", and landed a recording contract in her teens?"	"The man Tony Bennet called ""The Father of Rock and Roll"" once toured with what singer who once auditioned for ""Junior Junction"", and landed a recording contract in her teens?"	"{""named_entities"": [""Tony Bennet"", ""Rock and Roll"", ""Junior Junction""]}"
5263	5263	Which is founded by a president, University of Washington or University of Virginia?	Which is founded by a president, University of Washington or University of Virginia?	"{""named_entities"": [""University of Washington"", ""University of Virginia""]}"
5264	5264	The Battle of Nanchang was fought between the Chinese Nationals and what ground-based armed force of Japan?	The Battle of Nanchang was fought between the Chinese Nationals and what ground-based armed force of Japan?	"{""named_entities"": [""Battle of Nanchang"", ""Chinese Nationals"", ""Japan""]}"
5265	5265	Seven years before the opening of the Brewer Fieldhouse in Columbia, Missouri, where was Chester Brewer working as head football coach and head basketball coach?	Seven years before the opening of the Brewer Fieldhouse in Columbia, Missouri, where was Chester Brewer working as head football coach and head basketball coach?	"{""named_entities"": [""Brewer Fieldhouse"", ""Columbia, Missouri"", ""Chester Brewer""]}"
5266	5266	In what year was the coach who led the 2007 South Carolina Gamecocks football team in his third season as USC head coach born?	In what year was the coach who led the 2007 South Carolina Gamecocks football team in his third season as USC head coach born?	"{""named_entities"": [""2007 South Carolina Gamecocks"", ""third season"", ""USC head coach""]}"
5267	5267	Alex Haley wrote what novel about a man that was born in 1750?	Alex Haley wrote what novel about a man that was born in 1750?	"{""named_entities"": [""Alex Haley""]}"
5268	5268	Who directed the 2007 film which  Sasson Gabai won an Ophir Award for?	Who directed the 2007 film which  Sasson Gabai won an Ophir Award for?	"{""named_entities"": [""Sasson Gabai""]}"
5269	5269	What sport do Straight Blast Gym - Ireland and John Kavanagh have in common?	What sport do Straight Blast Gym - Ireland and John Kavanagh have in common?	"{""named_entities"": [""Straight Blast Gym - Ireland"", ""John Kavanagh""]}"
5270	5270	Which band, A Silent Film or The Frames, has more members?	Which band, A Silent Film or The Frames, has more members?	"{""named_entities"": [""A Silent Film"", ""The Frames""]}"
5271	5271	In which county does the  8th Military Police Brigade  of the United States Army's Barracks located?	In which county does the  8th Military Police Brigade  of the United States Army's Barracks located?	"{""named_entities"": [""8th Military Police Brigade"", ""United States Army""]}"
5272	5272	What offence were opening batsman Khalid Latif and 5 other cricketers suspended for, in February 2017?	What offence were opening batsman Khalid Latif and 5 other cricketers suspended for, in February 2017?	"{""named_entities"": [""Khalid Latif""]}"
5273	5273	Are Euptelea and Muehlenbeckia both genuses?	Are Euptelea and Muehlenbeckia both genuses?	"{""named_entities"": [""Euptelea"", ""Muehlenbeckia""]}"
5274	5274	Which Outer Banks landmark and premiere BBQ restaurant has been featured in the magazine Southern Living?	Which Outer Banks landmark and premiere BBQ restaurant has been featured in the magazine Southern Living?	"{""named_entities"": [""Outer Banks"", ""Southern Living""]}"
5275	5275	What year was George Harrison's top UK charted song voted the nations 11th favorite 1980s number?	What year was George Harrison's top UK charted song voted the nations 11th favorite 1980s number?	"{""named_entities"": [""George Harrison"", ""UK""]}"
5276	5276	"During which years was the politician, upon whom the character Allison Taylor from ""24"" is baded, First Lady of the United States?"	"During which years was the politician, upon whom the character Allison Taylor from ""24"" is baded, First Lady of the United States?"	"{""named_entities"": [""Allison Taylor"", ""24""]}"
5277	5277	The Devonshire Club was named in honor of which British landowner and politician?	The Devonshire Club was named in honor of which British landowner and politician?	"{""named_entities"": [""Devonshire Club"", ""British""]}"
5278	5278	The Florida Atlantic Owls team represents a school classified by the Carnegie Foundation as what?	The Florida Atlantic Owls team represents a school classified by the Carnegie Foundation as what?	"{""named_entities"": [""Florida Atlantic Owls"", ""Carnegie Foundation""]}"
5279	5279	"In addition to Richard Strauss, Luigi Nono, Krzysztof Penderecki, Joaquín Rodrigo, and the German composer whose known for ""Das Marienleben"", what other composers have been represented by ESZ since the 1950s?"	"In addition to Richard Strauss, Luigi Nono, Krzysztof Penderecki, Joaquín Rodrigo, and the German composer whose known for ""Das Marienleben"", what other composers have been represented by ESZ since the 1950s?"	"{""named_entities"": [""Richard Strauss"", ""Luigi Nono"", ""Krzysztof Penderecki"", ""Joaquín Rodrigo"", ""Das Marienleben""]}"
5280	5280	"What city was the band who ""Evie"" formed in?"	"What city was the band who ""Evie"" formed in?"	"{""named_entities"": [""Evie""]}"
5281	5281	Which film director is younger, Manoel de Oliveira or Alfonso Cuarón?	Which film director is younger, Manoel de Oliveira or Alfonso Cuarón?	"{""named_entities"": [""Manoel de Oliveira"", ""Alfonso Cuarón""]}"
5282	5282	The rock band Sugar Ray began as a funk metal band, while the band Das Damen was considered what?	The rock band Sugar Ray began as a funk metal band, while the band Das Damen was considered what?	"{""named_entities"": [""Sugar Ray"", ""Das Damen""]}"
5283	5283	Stronger Together was used for the campaign comprised of the Vice Presidential candidate who was a Senator from what state?	Stronger Together was used for the campaign comprised of the Vice Presidential candidate who was a Senator from what state?	"{""named_entities"": [""Stronger Together"", ""Vice Presidential"", ""Senator""]}"
5284	5284	"What city did the author of ""Portraits and Prayers"" choose to live in after moving to France?"	"What city did the author of ""Portraits and Prayers"" choose to live in after moving to France?"	"{""named_entities"": [""France"", ""Portraits and Prayers""]}"
5285	5285	What age did a wrestler began his training at who began his friendship with Trevor Mann in Brookport, Illinois CPW?	What age did a wrestler began his training at who began his friendship with Trevor Mann in Brookport, Illinois CPW?	"{""named_entities"": [""Trevor Mann"", ""Brookport, Illinois"", ""CPW""]}"
5286	5286	Horace Brindley played for what professional association football club that is based in the seaside town of Blackpool, Lancashire, England?	Horace Brindley played for what professional association football club that is based in the seaside town of Blackpool, Lancashire, England?	"{""named_entities"": [""Horace Brindley"", ""Blackpool"", ""Lancashire"", ""England""]}"
5287	5287	From which country is the largest known example of European Iron Age silver work?	From which country is the largest known example of European Iron Age silver work?	"{""named_entities"": [""European Iron Age"", ""silver work""]}"
5288	5288	Is the U.S. Bank Stadium home to the Minnesota Vikings, open air or fixed-roof?	Is the U.S. Bank Stadium home to the Minnesota Vikings, open air or fixed-roof?	"{""named_entities"": [""U.S. Bank Stadium"", ""Minnesota Vikings""]}"
5289	5289	WBYA is a radio station licensed to a town with what population as of the 2010 census?	WBYA is a radio station licensed to a town with what population as of the 2010 census?	"{""named_entities"": [""WBYA"", ""2010 census""]}"
5290	5290	Who starred as a divorced mother in an American sitcom produced by Danny Bonaduce's father?	Who starred as a divorced mother in an American sitcom produced by Danny Bonaduce's father?	"{""named_entities"": [""Danny Bonaduce"", ""American""]}"
5291	5291	Are John O'Hara and Rabindranath Tagore the same nationality?	Are John O'Hara and Rabindranath Tagore the same nationality?	"{""named_entities"": [""John O'Hara"", ""Rabindranath Tagore""]}"
5292	5292	Alex Yemenidjian is the CEO of the company that owns what Las Vegas Strip hotel?	Alex Yemenidjian is the CEO of the company that owns what Las Vegas Strip hotel?	"{""named_entities"": [""Alex Yemenidjian"", ""Las Vegas Strip""]}"
5293	5293	How long did The Shire of Flinders, which encompassed the extremity of the Mornington Peninsula located south-east of Melbourne, Australia, exist?	How long did The Shire of Flinders, which encompassed the extremity of the Mornington Peninsula located south-east of Melbourne, Australia, exist?	"{""named_entities"": [""The Shire of Flinders"", ""Mornington Peninsula"", ""Melbourne"", ""Australia""]}"
5294	5294	For what reason did Gustavo Rodolfo Mendoza Hernandex resign to the first Jesuit pope?	For what reason did Gustavo Rodolfo Mendoza Hernandex resign to the first Jesuit pope?	"{""named_entities"": [""Gustavo Rodolfo Mendoza Hernandex"", ""Jesuit pope""]}"
5295	5295	What intrusment did Jem Finer play in the band The Pogues?	What intrusment did Jem Finer play in the band The Pogues?	"{""named_entities"": [""Jem Finer"", ""The Pogues""]}"
5296	5296	" Heaven starred what Australian actress who portrayed Katharine Hepburn in the 2004 film ""The Aviator?"""	" Heaven starred what Australian actress who portrayed Katharine Hepburn in the 2004 film ""The Aviator?"""	"{""named_entities"": [""Heaven"", ""Australian"", ""Katharine Hepburn"", ""The Aviator""]}"
5297	5297	Was the Sacramento Deep Water Ship Channel or the Contra Costa Canal completed in an earlier year?	Was the Sacramento Deep Water Ship Channel or the Contra Costa Canal completed in an earlier year?	"{""named_entities"": [""Sacramento Deep Water Ship Channel"", ""Contra Costa Canal""]}"
5298	5298	Who was the famous aviator that died in California while testing a jet aircraft?	Who was the famous aviator that died in California while testing a jet aircraft?	"{""named_entities"": [""California""]}"
5299	5299	During the Miss USA 2015, Olivia Jordan of Oklahoma was crowned by which American television host, model, taekwondo coach, and beauty queen who won Miss USA 2014?	During the Miss USA 2015, Olivia Jordan of Oklahoma was crowned by which American television host, model, taekwondo coach, and beauty queen who won Miss USA 2014?	"{""named_entities"": [""Miss USA 2015"", ""Olivia Jordan"", ""Oklahoma"", ""American"", ""Miss USA 2014""]}"
5300	5300	In which event did Tyson Gay and Rodney Martin both represent the United States at the 2008 Beijing Olympics?	In which event did Tyson Gay and Rodney Martin both represent the United States at the 2008 Beijing Olympics?	"{""named_entities"": [""Tyson Gay"", ""Rodney Martin"", ""United States"", ""2008 Beijing Olympics""]}"
5301	5301	Which city in Missouri is the Route 66 State Park closest to travel from, St.Louis or Eureka?	Which city in Missouri is the Route 66 State Park closest to travel from, St.Louis or Eureka?	"{""named_entities"": [""Missouri"", ""Route 66 State Park"", ""St. Louis"", ""Eureka""]}"
5302	5302	What is the name for plastic water-filled barriers that you might find along the MacArthur Road highway in Pennsylvania?	What is the name for plastic water-filled barriers that you might find along the MacArthur Road highway in Pennsylvania?	"{""named_entities"": [""MacArthur Road"", ""Pennsylvania""]}"
5303	5303	Who was a grandson of Aurelia Plath and was a fisheries biologist?	Who was a grandson of Aurelia Plath and was a fisheries biologist?	"{""named_entities"": [""Aurelia Plath"", ""fisheries biologist""]}"
5304	5304	What college did the English conductor, organist and composer widely regarded as Britain's leading conductor of choral works teach at?	What college did the English conductor, organist and composer widely regarded as Britain's leading conductor of choral works teach at?	"{""named_entities"": [""English"", ""conductor"", ""organist"", ""composer"", ""Britain"", ""college""]}"
5305	5305	"Which 1994 British romantic comedy featured the song ""Love Is All Around""?"	"Which 1994 British romantic comedy featured the song ""Love Is All Around""?"	"{""named_entities"": [""1994"", ""British"", ""romantic comedy"", ""Love Is All Around""]}"
5306	5306	The Good Design movement is associated with what Danish furniture designer whose style is often described as Organic Functionality?	The Good Design movement is associated with what Danish furniture designer whose style is often described as Organic Functionality?	"{""named_entities"": [""Good Design movement"", ""Danish"", ""Organic Functionality""]}"
5307	5307	Which documentary is the oldest, The Private Life of Plants or Marx Reloaded?	Which documentary is the oldest, The Private Life of Plants or Marx Reloaded?	"{""named_entities"": [""The Private Life of Plants"", ""Marx Reloaded""]}"
5308	5308	Rosemary Willis was seen in the grass in what Texas town, where John F. Kennedy was assassinated?	Rosemary Willis was seen in the grass in what Texas town, where John F. Kennedy was assassinated?	"{""named_entities"": [""Rosemary Willis"", ""Texas"", ""John F. Kennedy""]}"
5309	5309	Ethel Winter worked with which avant-garde theater director?	Ethel Winter worked with which avant-garde theater director?	"{""named_entities"": [""Ethel Winter"", ""avant-garde theater director""]}"
5310	5310	How many times has the national team Joseph Raich Garriga played for in 1941 participated in FIFA World Cups?	How many times has the national team Joseph Raich Garriga played for in 1941 participated in FIFA World Cups?	"{""named_entities"": [""Joseph Raich Garriga"", ""1941"", ""FIFA World Cups""]}"
5311	5311	Which documentary film follows poetry, Race to Nowhere or SlamNation?	Which documentary film follows poetry, Race to Nowhere or SlamNation?	"{""named_entities"": [""Race to Nowhere"", ""SlamNation""]}"
5312	5312	Human Shadow Etched in Stone is an exhibition to showcase which bombing that killed 129,000 people in 1945?	Human Shadow Etched in Stone is an exhibition to showcase which bombing that killed 129,000 people in 1945?	"{""named_entities"": [""Human Shadow Etched in Stone"", ""bombing"", ""129,000 people"", ""1945""]}"
5313	5313	Which one of Ricardo Rodríguez Saá's relatives would become governor from 1983 to 2001?	Which one of Ricardo Rodríguez Saá's relatives would become governor from 1983 to 2001?	"{""named_entities"": [""Ricardo Rodríguez Saá""]}"
5314	5314	How old was Virginia Bruce when she starred in Let Freedom Ring?	How old was Virginia Bruce when she starred in Let Freedom Ring?	"{""named_entities"": [""Virginia Bruce"", ""Let Freedom Ring""]}"
5315	5315	Barnstable County Hospital was the location of the autopsy of the son of President John F. Kennedy and Jacqueline Kennedy, and the younger brother of who?	Barnstable County Hospital was the location of the autopsy of the son of President John F. Kennedy and Jacqueline Kennedy, and the younger brother of who?	"{""named_entities"": [""Barnstable County Hospital"", ""President John F. Kennedy"", ""Jacqueline Kennedy""]}"
5316	5316	Jessica Lee, former MP for Erewash, served as Parliamentary Private Secretary to the experienced representative for Beaconsfield, when he held which office?	Jessica Lee, former MP for Erewash, served as Parliamentary Private Secretary to the experienced representative for Beaconsfield, when he held which office?	"{""named_entities"": [""Jessica Lee"", ""Erewash"", ""Beaconsfield""]}"
5317	5317	Who directed both Last Days and Point Break?	Who directed both Last Days and Point Break?	"{""named_entities"": [""Last Days"", ""Point Break""]}"
5318	5318	What town, with a population of 4,688 in 2010, is the KHNK radio station located in?	What town, with a population of 4,688 in 2010, is the KHNK radio station located in?	"{""named_entities"": [""KHNK radio station""]}"
5319	5319	Is Mary Pierce or Gustavo Kuerten the older tennis player?	Is Mary Pierce or Gustavo Kuerten the older tennis player?	"{""named_entities"": [""Mary Pierce"", ""Gustavo Kuerten""]}"
5320	5320	The Sentinelese language is the language of people of one of which Islands in the Bay of Bengal?	The Sentinelese language is the language of people of one of which Islands in the Bay of Bengal?	"{""named_entities"": [""Sentinelese language"", ""Bay of Bengal""]}"
5321	5321	Which software application was originally made for the company that acquired RadioShack in 1963?	Which software application was originally made for the company that acquired RadioShack in 1963?	"{""named_entities"": [""RadioShack""]}"
5322	5322	Who was Germany's large-scale, low strength fortification unit, disbanded in 1919, named after? 	Who was Germany's large-scale, low strength fortification unit, disbanded in 1919, named after? 	"{""named_entities"": [""Germany"", ""1919""]}"
5323	5323	How far from Sacramento is the flight school in Atwater?	How far from Sacramento is the flight school in Atwater?	"{""named_entities"": [""Sacramento"", ""Atwater""]}"
5324	5324	What is the name of the company which acquired, in 2008, the world's largest beer producer that broke a distribution aggreement with Shangy's?	What is the name of the company which acquired, in 2008, the world's largest beer producer that broke a distribution aggreement with Shangy's?	"{""named_entities"": [""Shangy's""]}"
5325	5325	Which host of Sunday Night Safran has the hebrew first name Yehoshua?	Which host of Sunday Night Safran has the hebrew first name Yehoshua?	"{""named_entities"": [""Yehoshua"", ""Sunday Night Safran""]}"
5326	5326	What is the familial relationship of the founder of the Gulf Cartel to Juan García Ábrego?	What is the familial relationship of the founder of the Gulf Cartel to Juan García Ábrego?	"{""named_entities"": [""Gulf Cartel"", ""Juan García Ábrego""]}"
5327	5327	What is the formal name for the sporting facility located in Coos County, New Hampshire?	What is the formal name for the sporting facility located in Coos County, New Hampshire?	"{""named_entities"": [""Coos County"", ""New Hampshire""]}"
5328	5328	How many constituents does Greg Gianforte's district have?	How many constituents does Greg Gianforte's district have?	"{""named_entities"": [""Greg Gianforte""]}"
5329	5329	Back Home is a children's historical novel adapted into a TV drama starring what English actress born in 1946?	Back Home is a children's historical novel adapted into a TV drama starring what English actress born in 1946?	"{""named_entities"": [""Back Home"", ""English"", ""1946""]}"
5330	5330	"Katrina Ross starred in ""The Singing Nun"" with who as the title role?"	"Katrina Ross starred in ""The Singing Nun"" with who as the title role?"	"{""named_entities"": [""Katrina Ross"", ""The Singing Nun""]}"
5331	5331	Are both Days of the New and TV on the Radio from New York?	Are both Days of the New and TV on the Radio from New York?	"{""named_entities"": [""Days of the New"", ""TV on the Radio"", ""New York""]}"
5332	5332	Are Todd Haynes and Chris Columbus of the same nationality?	Are Todd Haynes and Chris Columbus of the same nationality?	"{""named_entities"": [""Todd Haynes"", ""Chris Columbus""]}"
5333	5333	When was Leeds no longer called Elmet?	When was Leeds no longer called Elmet?	"{""named_entities"": [""Leeds"", ""Elmet""]}"
5334	5334	Ip Man 3 is the second sequal to the biographical martial arts films first released in what year?	Ip Man 3 is the second sequal to the biographical martial arts films first released in what year?	"{""named_entities"": [""Ip Man 3""]}"
5335	5335	What American agronomist that worked on The Green Revolution won a Nobel Peace Prize?	What American agronomist that worked on The Green Revolution won a Nobel Peace Prize?	"{""named_entities"": [""American"", ""agronomist"", ""The Green Revolution"", ""Nobel Peace Prize""]}"
5336	5336	Which Five Finger Death Punch discography albulm was released on September 22, 2009 through Prospect Park?	Which Five Finger Death Punch discography albulm was released on September 22, 2009 through Prospect Park?	"{""named_entities"": [""Five Finger Death Punch"", ""September 22, 2009"", ""Prospect Park""]}"
5337	5337	How do the Peter Laufer books Forbidden Creatures and No Animals Were Harmed differ in their focus on animals?	How do the Peter Laufer books Forbidden Creatures and No Animals Were Harmed differ in their focus on animals?	"{""named_entities"": [""Peter Laufer"", ""Forbidden Creatures"", ""No Animals Were Harmed""]}"
5338	5338	What 1958 born American television writer and actress contributed to the writing on I Am Not Homer?	What 1958 born American television writer and actress contributed to the writing on I Am Not Homer?	"{""named_entities"": [""1958"", ""American"", ""television writer"", ""actress"", ""I Am Not Homer""]}"
5339	5339	Were Ransom Riggs and John Berry from the same country?	Were Ransom Riggs and John Berry from the same country?	"{""named_entities"": [""Ransom Riggs"", ""John Berry""]}"
